school_id,name,source,school_type,ownership,state,lon,lat,enrolment,teachers,teacher_student_ratio,performance_score,performance_class,dropout_rate,dropout_risk,facilities_score,internet_access,electricity,toilets_per_100,dist_to_town_km,socioeconomic_idx,waec_pass_rate,urban_weight,poverty_index,literacy_rate,pred_score,pred_perf_cls,pred_dropout,perf_color,drop_color
6260,School_6260,Synthetic,Primary,Private,Imo,7.628771,5.58882,525,16,0.0305,74.53,High,20.76,Medium Risk,7.54,1,0,2.55,0.1,0.8139,76.28,0.55,0.28,0.85,69.98,High,Medium Risk,#1a9850,#fc8d59
6261,School_6261,Synthetic,Junior Secondary,Private,Imo,7.281139,5.399375,512,12,0.0234,61.4,Medium,19.55,Medium Risk,5.27,0,1,2.85,14.62,0.7562,55.85,0.55,0.28,0.85,65.32,Medium,Medium Risk,#fee08b,#fc8d59
6262,School_6262,Synthetic,Primary,Public,Imo,6.985371,5.719429,359,11,0.0306,75.21,High,17.94,Medium Risk,3.05,0,1,3.07,2.86,0.9509,93.2,0.55,0.28,0.85,68.58,High,Medium Risk,#1a9850,#fc8d59
6263,School_6263,Synthetic,Junior Secondary,Private,Imo,7.426965,5.576412,335,10,0.0299,76.29,High,15.68,Medium Risk,9.11,1,0,2.8,7.12,0.6587,86.32,0.55,0.28,0.85,71.32,High,Medium Risk,#1a9850,#fc8d59
6264,School_6264,Synthetic,Primary,Public,Imo,6.756153,5.681911,422,8,0.019,53.5,Medium,26.26,High Risk,6.09,0,1,2.4,5.23,0.6365,60.95,0.55,0.28,0.85,68.12,High,Medium Risk,#1a9850,#fc8d59
6265,School_6265,Synthetic,Primary,Public,Imo,7.368324,5.57787,364,13,0.0357,53.59,Medium,26.37,High Risk,4.55,0,1,2.4,6.87,0.8341,71.97,0.55,0.28,0.85,67.8,High,Medium Risk,#1a9850,#fc8d59
6266,School_6266,Synthetic,Primary,Mission/Faith-based,Imo,7.086503,5.915444,541,26,0.0481,69.17,Medium,26.84,High Risk,7.12,0,1,2.36,2.28,0.7763,56.37,0.55,0.28,0.85,66.64,High,Medium Risk,#1a9850,#fc8d59
6267,School_6267,Synthetic,Primary,Private,Imo,6.836784,5.839647,635,13,0.0205,56.71,Medium,11.06,Low Risk,4.85,1,1,2.21,3.16,0.8237,87.66,0.55,0.28,0.85,66.68,High,Medium Risk,#1a9850,#fc8d59
6268,School_6268,Synthetic,Primary,Public,Imo,6.937771,5.379439,209,7,0.0335,82.76,High,25.25,High Risk,6.22,0,1,2.31,2.86,0.8192,80.91,0.55,0.28,0.85,68.35,High,Medium Risk,#1a9850,#fc8d59
6269,School_6269,Synthetic,Junior Secondary,Private,Imo,7.625552,5.73279,314,12,0.0382,58.92,Medium,27.06,High Risk,8.79,1,1,3.36,10.75,0.8838,78.3,0.55,0.28,0.85,70.31,High,Medium Risk,#1a9850,#fc8d59
6270,School_6270,Synthetic,Junior Secondary,Public,Imo,7.52442,5.964555,141,6,0.0426,57.6,Medium,25.01,High Risk,5.0,0,1,2.18,13.82,0.9079,94.71,0.55,0.28,0.85,67.75,High,Medium Risk,#1a9850,#fc8d59
6271,School_6271,Synthetic,Primary,Public,Imo,7.4237,5.250372,372,9,0.0242,60.78,Medium,12.51,Medium Risk,3.93,0,0,2.39,3.61,0.656,61.92,0.55,0.28,0.85,66.51,High,Medium Risk,#1a9850,#fc8d59
6272,School_6272,Synthetic,Junior Secondary,Private,Imo,7.183732,5.857347,341,13,0.0381,65.49,Medium,14.64,Medium Risk,7.23,1,0,3.53,5.49,0.6508,97.14,0.55,0.28,0.85,70.02,High,Medium Risk,#1a9850,#fc8d59
6273,School_6273,Synthetic,Senior Secondary,Public,Imo,7.099961,5.349268,259,9,0.0347,62.04,Medium,22.67,Medium Risk,2.61,0,0,2.75,16.77,0.6903,70.5,0.55,0.28,0.85,67.37,Medium,Medium Risk,#fee08b,#fc8d59
6274,School_6274,Synthetic,Junior Secondary,Private,Imo,7.245318,5.995194,263,9,0.0342,69.66,Medium,20.26,Medium Risk,7.91,1,0,2.98,0.6,0.8797,81.28,0.55,0.28,0.85,68.66,High,Medium Risk,#1a9850,#fc8d59
6275,School_6275,Synthetic,Senior Secondary,Public,Imo,7.419734,5.88436,411,17,0.0414,67.29,Medium,24.98,Medium Risk,6.94,0,1,2.44,1.73,0.9059,98.0,0.55,0.28,0.85,68.05,High,Medium Risk,#1a9850,#fc8d59
6276,School_6276,Synthetic,Junior Secondary,Public,Imo,6.816137,5.213415,285,8,0.0281,73.83,High,20.01,Medium Risk,5.08,0,1,2.28,6.94,1.0,74.13,0.55,0.28,0.85,67.95,High,Medium Risk,#1a9850,#fc8d59
6277,School_6277,Synthetic,Junior Secondary,Public,Imo,7.33073,5.525824,444,13,0.0293,47.55,Low,19.79,Medium Risk,3.91,0,1,2.13,3.84,0.7192,64.98,0.55,0.28,0.85,65.8,High,Medium Risk,#1a9850,#fc8d59
6278,School_6278,Synthetic,Senior Secondary,Private,Imo,7.475099,5.987095,396,16,0.0404,48.0,Low,20.05,Medium Risk,5.93,0,1,1.95,0.1,0.5887,76.09,0.55,0.28,0.85,66.11,High,Medium Risk,#1a9850,#fc8d59
6279,School_6279,Synthetic,Primary,Mission/Faith-based,Imo,7.57255,5.964921,477,15,0.0314,55.53,Medium,21.57,Medium Risk,4.24,0,1,2.92,4.06,0.8201,97.72,0.55,0.28,0.85,67.12,Medium,Medium Risk,#fee08b,#fc8d59
6280,School_6280,Synthetic,Junior Secondary,Public,Imo,7.212589,5.335063,422,20,0.0474,76.6,High,16.05,Medium Risk,4.77,0,1,3.55,5.13,0.8901,47.8,0.55,0.28,0.85,69.59,High,Medium Risk,#1a9850,#fc8d59
6281,School_6281,Synthetic,Primary,Mission/Faith-based,Imo,6.767123,5.228933,468,7,0.015,62.74,Medium,22.03,Medium Risk,4.12,0,1,2.06,8.41,0.6382,70.81,0.55,0.28,0.85,66.16,High,Medium Risk,#1a9850,#fc8d59
6282,School_6282,Synthetic,Primary,Public,Imo,6.958247,5.699753,462,17,0.0368,43.48,Low,20.28,Medium Risk,5.37,0,1,2.52,0.3,0.7273,51.73,0.55,0.28,0.85,66.23,High,Medium Risk,#1a9850,#fc8d59
6283,School_6283,Synthetic,Senior Secondary,Public,Imo,7.068714,5.841132,301,11,0.0365,51.03,Medium,20.48,Medium Risk,4.93,0,1,2.06,18.7,0.848,70.9,0.55,0.28,0.85,66.5,Medium,Medium Risk,#fee08b,#fc8d59
6284,School_6284,Synthetic,Junior Secondary,Mission/Faith-based,Imo,7.0422,5.494437,304,8,0.0263,67.75,Medium,25.69,High Risk,4.94,0,1,1.45,9.92,0.7962,61.0,0.55,0.28,0.85,66.21,High,Medium Risk,#1a9850,#fc8d59
6285,School_6285,Synthetic,Primary,Private,Imo,7.553181,5.512859,753,22,0.0292,60.88,Medium,9.29,Low Risk,7.51,1,1,2.69,11.63,0.7649,91.7,0.55,0.28,0.85,69.28,High,Medium Risk,#1a9850,#fc8d59
6286,School_6286,Synthetic,Primary,Public,Imo,7.496305,5.538049,619,7,0.0113,67.89,Medium,25.13,High Risk,2.6,0,0,0.89,5.82,0.668,67.63,0.55,0.28,0.85,61.12,High,Medium Risk,#1a9850,#fc8d59
6287,School_6287,Synthetic,Primary,Private,Imo,7.451874,5.805788,488,11,0.0225,59.11,Medium,19.63,Medium Risk,5.91,0,1,2.11,12.92,0.69,95.75,0.55,0.28,0.85,65.82,High,Medium Risk,#1a9850,#fc8d59
6288,School_6288,Synthetic,Junior Secondary,Private,Imo,7.556104,5.927674,315,8,0.0254,77.66,High,18.42,Medium Risk,6.04,0,0,2.68,6.06,0.9044,70.32,0.55,0.28,0.85,66.8,High,Medium Risk,#1a9850,#fc8d59
6289,School_6289,Synthetic,Senior Secondary,Public,Imo,7.28821,5.350159,229,6,0.0262,71.02,High,29.82,High Risk,5.18,0,0,2.18,15.68,0.8245,48.49,0.55,0.28,0.85,69.13,High,Medium Risk,#1a9850,#fc8d59
6290,School_6290,Synthetic,Primary,Public,Imo,7.599161,5.875619,679,23,0.0339,71.93,High,18.33,Medium Risk,6.66,0,1,2.28,2.55,0.7617,63.73,0.55,0.28,0.85,67.98,High,Medium Risk,#1a9850,#fc8d59
6291,School_6291,Synthetic,Primary,Private,Imo,7.292958,5.887503,542,19,0.0351,66.85,Medium,23.82,Medium Risk,6.73,1,0,2.22,3.43,0.7063,83.34,0.55,0.28,0.85,71.5,High,Medium Risk,#1a9850,#fc8d59
6292,School_6292,Synthetic,Senior Secondary,Private,Imo,7.624598,5.321954,320,15,0.0469,54.55,Medium,19.49,Medium Risk,6.59,1,1,2.87,4.77,0.8611,87.84,0.55,0.28,0.85,69.45,High,Medium Risk,#1a9850,#fc8d59
6293,School_6293,Synthetic,Primary,Public,Imo,6.982041,5.609155,174,4,0.023,86.08,High,23.56,Medium Risk,4.14,0,1,2.18,12.26,0.9074,61.19,0.55,0.28,0.85,67.31,High,Medium Risk,#1a9850,#fc8d59
6294,School_6294,Synthetic,Primary,Public,Imo,7.196658,5.732738,508,17,0.0335,67.75,Medium,17.22,Medium Risk,7.47,0,1,3.45,1.4,0.8201,63.97,0.55,0.28,0.85,65.84,High,Medium Risk,#1a9850,#fc8d59
6295,School_6295,Synthetic,Primary,Private,Imo,6.892303,5.813382,371,9,0.0243,82.76,High,20.74,Medium Risk,3.96,1,0,2.47,12.81,0.8161,76.06,0.55,0.28,0.85,69.93,High,Medium Risk,#1a9850,#fc8d59
6296,School_6296,Synthetic,Junior Secondary,Private,Imo,6.965796,5.985432,437,16,0.0366,67.79,Medium,21.86,Medium Risk,5.74,0,1,2.08,4.52,0.9409,52.73,0.55,0.28,0.85,67.96,High,Medium Risk,#1a9850,#fc8d59
6297,School_6297,Synthetic,Tertiary,Private,Imo,7.500735,5.615018,820,68,0.0829,89.87,High,11.43,Low Risk,7.83,1,0,3.07,8.72,0.7071,55.83,0.55,0.28,0.85,77.92,High,Medium Risk,#1a9850,#fc8d59
6298,School_6298,Synthetic,Senior Secondary,Private,Imo,6.784511,5.927819,270,12,0.0444,80.67,High,14.19,Medium Risk,4.88,1,0,2.05,0.1,0.6109,87.42,0.55,0.28,0.85,69.65,High,Medium Risk,#1a9850,#fc8d59
6299,School_6299,Synthetic,Junior Secondary,Public,Imo,7.351051,5.953399,283,7,0.0247,78.06,High,23.1,Medium Risk,4.77,0,1,2.85,2.54,0.8472,67.49,0.55,0.28,0.85,67.98,High,Medium Risk,#1a9850,#fc8d59
6300,School_6300,Synthetic,Primary,Public,Imo,7.525398,5.27499,426,9,0.0211,50.56,Medium,34.53,High Risk,7.32,0,1,3.43,2.95,0.8396,57.64,0.55,0.28,0.85,67.01,High,Medium Risk,#1a9850,#fc8d59
6301,School_6301,Synthetic,Primary,Public,Imo,7.390835,5.813262,434,13,0.03,79.75,High,21.7,Medium Risk,3.89,0,1,3.2,4.52,0.7144,54.05,0.55,0.28,0.85,66.44,Medium,Medium Risk,#fee08b,#fc8d59
6302,School_6302,Synthetic,Primary,Public,Imo,7.293773,5.222891,344,13,0.0378,94.13,High,24.86,Medium Risk,3.21,0,1,2.17,7.46,0.9026,51.66,0.55,0.28,0.85,66.9,High,Medium Risk,#1a9850,#fc8d59
6303,School_6303,Synthetic,Primary,Public,Imo,7.586801,5.16696,602,22,0.0365,69.18,Medium,28.17,High Risk,2.88,0,1,2.13,6.99,0.4989,65.33,0.55,0.28,0.85,65.31,Medium,Medium Risk,#fee08b,#fc8d59
6304,School_6304,Synthetic,Junior Secondary,Mission/Faith-based,Imo,7.006665,5.463491,343,12,0.035,60.2,Medium,31.23,High Risk,3.19,0,0,2.4,1.0,0.7689,69.49,0.55,0.28,0.85,65.17,Medium,Medium Risk,#fee08b,#fc8d59
6305,School_6305,Synthetic,Primary,Public,Imo,6.813164,5.195143,652,29,0.0445,68.27,Medium,20.03,Medium Risk,2.08,0,1,1.33,0.27,0.7332,65.05,0.55,0.28,0.85,66.15,High,Medium Risk,#1a9850,#fc8d59
6306,School_6306,Synthetic,Senior Secondary,Private,Imo,7.47262,5.622132,297,6,0.0202,76.44,High,15.64,Medium Risk,5.93,0,0,2.21,5.27,0.6099,96.91,0.55,0.28,0.85,66.72,High,Medium Risk,#1a9850,#fc8d59
6307,School_6307,Synthetic,Primary,Private,Imo,7.420371,5.719813,536,19,0.0354,71.46,High,16.87,Medium Risk,6.31,1,1,3.25,7.26,0.6389,90.13,0.55,0.28,0.85,68.77,High,Medium Risk,#1a9850,#fc8d59
6308,School_6308,Synthetic,Primary,Public,Imo,7.006945,5.917936,605,13,0.0215,83.82,High,18.0,Medium Risk,5.43,0,0,2.04,0.1,0.7582,79.7,0.55,0.28,0.85,65.25,High,Medium Risk,#1a9850,#fc8d59
6309,School_6309,Synthetic,Primary,Public,Imo,7.075457,5.862669,495,18,0.0364,47.35,Low,27.31,High Risk,3.12,0,1,1.94,3.41,0.6461,59.16,0.55,0.28,0.85,65.68,High,Medium Risk,#1a9850,#fc8d59
6310,School_6310,Synthetic,Primary,Public,Imo,7.241463,5.973746,455,14,0.0308,54.11,Medium,23.45,Medium Risk,6.98,0,1,2.53,0.91,0.7059,72.97,0.55,0.28,0.85,67.25,High,Medium Risk,#1a9850,#fc8d59
6311,School_6311,Synthetic,Junior Secondary,Private,Imo,7.024979,5.793455,397,12,0.0302,76.93,High,19.05,Medium Risk,7.46,1,1,3.31,4.17,0.7941,38.88,0.55,0.28,0.85,70.01,High,Medium Risk,#1a9850,#fc8d59
6312,School_6312,Synthetic,Junior Secondary,Public,Imo,7.359914,5.461221,512,22,0.043,76.65,High,10.56,Low Risk,6.76,0,1,2.8,2.47,0.7031,86.98,0.55,0.28,0.85,66.42,High,Medium Risk,#1a9850,#fc8d59
6313,School_6313,Synthetic,Primary,Mission/Faith-based,Imo,7.100139,5.848103,388,9,0.0232,60.68,Medium,23.51,Medium Risk,5.08,0,0,2.12,1.59,0.9366,56.47,0.55,0.28,0.85,64.92,High,Medium Risk,#1a9850,#fc8d59
6314,School_6314,Synthetic,Senior Secondary,Private,Imo,7.024649,5.315181,281,11,0.0391,45.23,Low,15.97,Medium Risk,6.3,1,0,2.61,2.51,0.82,65.19,0.55,0.28,0.85,68.76,High,Medium Risk,#1a9850,#fc8d59
6315,School_6315,Synthetic,Primary,Private,Imo,7.32022,5.43915,284,7,0.0246,89.71,High,15.23,Medium Risk,5.88,1,1,2.71,3.27,0.6259,98.0,0.55,0.28,0.85,69.31,High,Medium Risk,#1a9850,#fc8d59
6316,School_6316,Synthetic,Primary,Private,Imo,6.972486,5.757459,277,6,0.0217,63.35,Medium,20.44,Medium Risk,5.81,0,0,2.36,15.73,0.593,98.0,0.55,0.28,0.85,68.96,Medium,Medium Risk,#fee08b,#fc8d59
6317,School_6317,Synthetic,Junior Secondary,Public,Imo,6.971132,5.828416,249,6,0.0241,74.19,High,16.43,Medium Risk,4.02,0,1,1.81,1.57,0.5462,78.62,0.55,0.28,0.85,67.64,Medium,Medium Risk,#fee08b,#fc8d59
6318,School_6318,Synthetic,Primary,Private,Imo,7.278521,5.507999,463,13,0.0281,77.83,High,16.05,Medium Risk,4.33,0,1,2.08,3.7,0.752,74.27,0.55,0.28,0.85,65.75,High,Medium Risk,#1a9850,#fc8d59
6319,School_6319,Synthetic,Tertiary,Public,Imo,7.061267,5.845001,1023,70,0.0684,71.13,High,29.89,High Risk,4.74,0,1,2.23,3.29,0.9703,66.77,0.55,0.28,0.85,70.86,High,Medium Risk,#1a9850,#fc8d59
6320,School_6320,Synthetic,Primary,Private,Imo,6.818265,5.663845,483,17,0.0352,80.43,High,30.92,High Risk,5.63,1,0,2.63,3.86,0.6857,65.36,0.55,0.28,0.85,69.17,High,Medium Risk,#1a9850,#fc8d59
6321,School_6321,Synthetic,Senior Secondary,Public,Imo,6.844759,5.476097,282,13,0.0461,51.4,Medium,29.64,High Risk,4.68,0,1,1.98,6.8,0.6596,38.14,0.55,0.28,0.85,66.57,High,Medium Risk,#1a9850,#fc8d59
6322,School_6322,Synthetic,Primary,Public,Imo,7.459387,5.257851,341,9,0.0264,72.95,High,21.37,Medium Risk,4.39,0,1,2.71,3.54,0.6356,78.24,0.55,0.28,0.85,67.67,High,Medium Risk,#1a9850,#fc8d59
6323,School_6323,Synthetic,Primary,Public,Imo,7.312526,5.5827,107,3,0.028,80.78,High,27.48,High Risk,5.85,0,0,3.02,7.63,0.8832,71.23,0.55,0.28,0.85,67.06,High,Medium Risk,#1a9850,#fc8d59
6324,School_6324,Synthetic,Primary,Private,Imo,7.274209,5.228894,645,16,0.0248,44.12,Low,15.11,Medium Risk,5.94,1,0,1.7,10.53,0.7519,58.89,0.55,0.28,0.85,72.14,High,Medium Risk,#1a9850,#fc8d59
6325,School_6325,Synthetic,Junior Secondary,Public,Imo,7.025936,5.35641,326,10,0.0307,66.16,Medium,17.14,Medium Risk,5.54,0,1,2.17,7.69,0.8866,78.47,0.55,0.28,0.85,68.17,High,Medium Risk,#1a9850,#fc8d59
6326,School_6326,Synthetic,Junior Secondary,Private,Imo,7.548174,5.719699,556,22,0.0396,75.11,High,21.23,Medium Risk,5.53,1,1,2.74,3.26,0.6645,86.78,0.55,0.28,0.85,67.81,High,Medium Risk,#1a9850,#fc8d59
6327,School_6327,Synthetic,Junior Secondary,Public,Imo,7.597792,5.368864,299,7,0.0234,80.53,High,19.99,Medium Risk,4.3,0,1,2.95,1.82,0.6457,51.26,0.55,0.28,0.85,67.75,High,Medium Risk,#1a9850,#fc8d59
6328,School_6328,Synthetic,Primary,Public,Imo,6.878276,5.659516,630,16,0.0254,69.51,Medium,14.63,Medium Risk,3.33,0,0,2.76,18.99,0.9222,68.97,0.55,0.28,0.85,63.66,High,Medium Risk,#1a9850,#fc8d59
6329,School_6329,Synthetic,Primary,Public,Imo,6.816801,5.814969,338,7,0.0207,76.76,High,26.24,High Risk,3.37,0,1,1.32,7.99,0.7752,50.48,0.55,0.28,0.85,65.67,High,Medium Risk,#1a9850,#fc8d59
6330,School_6330,Synthetic,Primary,Mission/Faith-based,Imo,7.260621,5.787133,634,22,0.0347,79.31,High,23.83,Medium Risk,1.87,0,1,1.23,6.19,0.7207,68.94,0.55,0.28,0.85,63.88,Medium,Medium Risk,#fee08b,#fc8d59
6331,School_6331,Synthetic,Junior Secondary,Public,Imo,7.469745,5.944512,452,13,0.0288,53.77,Medium,28.89,High Risk,3.27,0,0,1.81,21.27,0.7168,96.53,0.55,0.28,0.85,67.54,Medium,Medium Risk,#fee08b,#fc8d59
6332,School_6332,Synthetic,Tertiary,Private,Imo,7.21561,5.465343,859,56,0.0652,99.0,High,15.82,Medium Risk,3.19,1,1,1.37,35.27,0.6897,64.15,0.55,0.28,0.85,71.44,High,Medium Risk,#1a9850,#fc8d59
6333,School_6333,Synthetic,Senior Secondary,Public,Imo,7.617006,5.585251,432,11,0.0255,57.96,Medium,15.63,Medium Risk,5.5,0,0,3.03,27.28,0.5225,57.72,0.55,0.28,0.85,66.21,Medium,Medium Risk,#fee08b,#fc8d59
6334,School_6334,Synthetic,Primary,Public,Imo,7.254487,5.913188,479,17,0.0355,71.3,High,28.41,High Risk,4.53,0,1,2.39,5.5,0.6248,84.15,0.55,0.28,0.85,65.49,High,Medium Risk,#1a9850,#fc8d59
6335,School_6335,Synthetic,Senior Secondary,Mission/Faith-based,Imo,7.202118,5.212339,219,8,0.0365,45.88,Low,24.9,Medium Risk,4.58,0,0,2.47,8.7,0.7314,60.6,0.55,0.28,0.85,67.31,High,Medium Risk,#1a9850,#fc8d59
6336,School_6336,Synthetic,Primary,Mission/Faith-based,Imo,7.628958,5.701266,456,11,0.0241,72.83,High,28.07,High Risk,8.37,0,0,3.77,8.85,0.8016,87.71,0.55,0.28,0.85,68.61,High,Medium Risk,#1a9850,#fc8d59
6337,School_6337,Synthetic,Junior Secondary,Public,Imo,6.87196,5.786869,339,12,0.0354,64.33,Medium,31.0,High Risk,5.69,0,1,2.39,8.19,0.8007,49.84,0.55,0.28,0.85,67.65,High,Medium Risk,#1a9850,#fc8d59
6338,School_6338,Synthetic,Junior Secondary,Private,Imo,7.638755,5.529679,359,15,0.0418,86.04,High,15.16,Medium Risk,9.41,0,1,3.75,2.4,0.8092,81.82,0.55,0.28,0.85,65.76,High,Medium Risk,#1a9850,#fc8d59
6339,School_6339,Synthetic,Primary,Public,Imo,6.837695,5.155649,199,5,0.0251,62.1,Medium,19.81,Medium Risk,4.3,0,0,2.91,8.13,0.6799,69.69,0.55,0.28,0.85,67.91,High,Medium Risk,#1a9850,#fc8d59
6340,School_6340,Synthetic,Primary,Public,Imo,6.783426,5.623754,339,11,0.0324,74.01,High,15.53,Medium Risk,2.46,0,1,1.27,3.07,0.8637,59.91,0.55,0.28,0.85,62.38,Medium,Medium Risk,#fee08b,#fc8d59
6341,School_6341,Synthetic,Senior Secondary,Mission/Faith-based,Imo,6.821779,5.872347,310,11,0.0355,88.52,High,20.84,Medium Risk,5.19,0,0,1.85,11.95,0.7886,84.86,0.55,0.28,0.85,66.59,Medium,Medium Risk,#fee08b,#fc8d59
6342,School_6342,Synthetic,Senior Secondary,Public,Imo,7.254202,5.216643,261,9,0.0345,67.98,Medium,27.66,High Risk,5.23,0,1,1.76,4.34,0.7082,62.97,0.55,0.28,0.85,67.68,High,Medium Risk,#1a9850,#fc8d59
6343,School_6343,Synthetic,Senior Secondary,Private,Imo,7.46952,5.712437,409,13,0.0318,61.0,Medium,23.21,Medium Risk,6.59,1,0,3.06,6.96,0.7128,93.1,0.55,0.28,0.85,70.24,High,Medium Risk,#1a9850,#fc8d59
6344,School_6344,Synthetic,Junior Secondary,Public,Imo,6.896012,5.517638,262,8,0.0305,74.78,High,27.92,High Risk,1.26,0,1,0.93,13.65,0.9236,79.3,0.55,0.28,0.85,63.27,Medium,Medium Risk,#fee08b,#fc8d59
6345,School_6345,Synthetic,Junior Secondary,Public,Imo,6.985077,5.556102,451,16,0.0355,47.89,Low,31.47,High Risk,6.78,0,0,3.11,10.78,0.7789,65.63,0.55,0.28,0.85,68.07,High,Medium Risk,#1a9850,#fc8d59
6346,School_6346,Synthetic,Junior Secondary,Private,Imo,7.13826,5.639855,264,4,0.0152,71.44,High,19.17,Medium Risk,3.53,1,1,2.03,0.16,0.7394,77.12,0.55,0.28,0.85,67.23,High,Medium Risk,#1a9850,#fc8d59
6347,School_6347,Synthetic,Tertiary,Public,Imo,6.957178,5.153446,1381,73,0.0529,84.6,High,15.78,Medium Risk,3.98,0,0,1.54,6.81,0.6051,43.32,0.55,0.28,0.85,70.51,High,Medium Risk,#1a9850,#fc8d59
6348,School_6348,Synthetic,Primary,Private,Imo,6.860743,5.953342,278,9,0.0324,52.82,Medium,20.61,Medium Risk,3.5,1,1,3.28,11.24,0.6785,63.68,0.55,0.28,0.85,67.6,High,Medium Risk,#1a9850,#fc8d59
6349,School_6349,Synthetic,Primary,Public,Imo,7.271394,5.969663,513,11,0.0214,67.83,Medium,14.26,Medium Risk,5.65,0,0,2.87,4.79,0.6046,45.8,0.55,0.28,0.85,65.57,High,Medium Risk,#1a9850,#fc8d59
6350,School_6350,Synthetic,Primary,Private,Imo,7.20147,5.6761,387,16,0.0413,78.13,High,23.13,Medium Risk,3.56,0,1,1.68,0.93,0.7866,68.76,0.55,0.28,0.85,63.45,High,Medium Risk,#1a9850,#fc8d59
6351,School_6351,Synthetic,Senior Secondary,Public,Imo,7.025336,5.310924,233,2,0.0086,84.74,High,22.9,Medium Risk,5.89,0,1,2.33,6.86,0.7306,67.12,0.55,0.28,0.85,69.37,High,Medium Risk,#1a9850,#fc8d59
6352,School_6352,Synthetic,Primary,Public,Imo,6.976857,5.850653,469,12,0.0256,72.81,High,29.82,High Risk,5.78,0,1,2.13,2.91,0.8627,64.06,0.55,0.28,0.85,68.25,High,Medium Risk,#1a9850,#fc8d59
6353,School_6353,Synthetic,Tertiary,Public,Imo,7.474047,5.857184,1503,65,0.0432,61.4,Medium,28.2,High Risk,3.42,0,1,2.39,1.61,0.7241,98.0,0.55,0.28,0.85,71.73,High,High Risk,#1a9850,#d73027
6354,School_6354,Synthetic,Senior Secondary,Public,Imo,7.018695,5.196077,357,15,0.042,71.75,High,15.57,Medium Risk,6.09,0,1,2.88,17.83,0.8933,78.74,0.55,0.28,0.85,68.71,Medium,Medium Risk,#fee08b,#fc8d59
6355,School_6355,Synthetic,Junior Secondary,Private,Imo,7.270183,5.40393,293,15,0.0512,72.43,High,17.84,Medium Risk,6.55,1,1,4.0,15.37,0.814,74.1,0.55,0.28,0.85,68.97,High,Medium Risk,#1a9850,#fc8d59
6356,School_6356,Synthetic,Primary,Public,Imo,6.994145,5.615149,519,17,0.0328,64.35,Medium,15.26,Medium Risk,6.13,0,1,3.3,3.83,0.7766,46.96,0.55,0.28,0.85,65.9,High,Medium Risk,#1a9850,#fc8d59
6357,School_6357,Synthetic,Junior Secondary,Public,Imo,7.429499,5.913277,306,12,0.0392,60.32,Medium,20.35,Medium Risk,3.08,0,0,1.95,1.2,0.9885,80.29,0.55,0.28,0.85,61.81,Medium,Medium Risk,#fee08b,#fc8d59
6358,School_6358,Synthetic,Primary,Public,Imo,7.648972,5.962617,465,10,0.0215,77.16,High,18.36,Medium Risk,3.78,0,1,1.82,12.11,0.8553,58.93,0.55,0.28,0.85,66.08,High,Medium Risk,#1a9850,#fc8d59
6359,School_6359,Synthetic,Primary,Public,Imo,6.771959,5.698025,607,14,0.0231,71.21,High,23.63,Medium Risk,4.11,0,0,2.62,14.48,0.7027,58.79,0.55,0.28,0.85,65.9,Medium,Medium Risk,#fee08b,#fc8d59
6360,School_6360,Synthetic,Tertiary,Public,Imo,6.895831,5.301862,1213,63,0.0519,73.63,High,32.41,High Risk,6.09,0,0,2.34,13.74,0.8256,98.0,0.55,0.28,0.85,71.28,High,Medium Risk,#1a9850,#fc8d59
6361,School_6361,Synthetic,Primary,Private,Imo,7.1682,5.283761,306,8,0.0261,63.77,Medium,21.53,Medium Risk,4.76,0,0,3.25,10.18,0.6624,60.35,0.55,0.28,0.85,67.41,High,Medium Risk,#1a9850,#fc8d59
6362,School_6362,Synthetic,Primary,Public,Imo,7.051122,5.558162,595,14,0.0235,70.36,High,24.92,Medium Risk,9.34,0,1,2.1,3.65,0.6728,57.84,0.55,0.28,0.85,69.69,High,Medium Risk,#1a9850,#fc8d59
6363,School_6363,Synthetic,Senior Secondary,Private,Imo,7.115591,5.420445,146,8,0.0548,46.66,Low,8.16,Low Risk,3.94,1,1,2.43,12.2,0.8902,77.2,0.55,0.28,0.85,68.73,High,Medium Risk,#1a9850,#fc8d59
6364,School_6364,Synthetic,Primary,Public,Imo,7.64634,5.411817,677,13,0.0192,52.34,Medium,20.83,Medium Risk,5.19,0,1,2.13,7.99,0.8297,64.61,0.55,0.28,0.85,67.07,High,Medium Risk,#1a9850,#fc8d59
6365,School_6365,Synthetic,Primary,Public,Imo,7.0994,5.743458,454,16,0.0352,63.39,Medium,25.85,High Risk,3.18,0,1,2.05,3.57,0.7416,50.68,0.55,0.28,0.85,65.17,High,Medium Risk,#1a9850,#fc8d59
6366,School_6366,Synthetic,Senior Secondary,Private,Imo,7.005028,5.368886,199,10,0.0503,79.3,High,11.82,Low Risk,6.09,0,0,3.55,4.69,0.7878,86.04,0.55,0.28,0.85,67.94,High,Medium Risk,#1a9850,#fc8d59
6367,School_6367,Synthetic,Tertiary,Public,Imo,7.294571,5.229343,972,46,0.0473,68.37,Medium,21.39,Medium Risk,4.47,0,0,1.78,9.04,0.8018,70.91,0.55,0.28,0.85,72.14,High,Medium Risk,#1a9850,#fc8d59
